post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47675372,Has electricity decoupled from natural gas prices in Germany?,others,118,162,konschubert,2026-04-08 11:04:26,1.361344537815126,False
47675893,A blind man made it possible for others with low vision to build Lego sets,others,81,7,speckx,2026-04-08 11:04:26,0.08536585365853659,False
47672362,An Arctic Road Trip Brings Vital Underground Networks into View,others,8,0,ibobev,2026-04-08 11:04:26,0.0,False
47673360,Show HN: Brutalist Concrete Laptop Stand (2024),entertainment,754,230,sam-bee,2026-04-08 11:04:26,0.304635761589404,True
47680124,IPv6 is the only way forward,worldnews,71,184,quaintdev,2026-04-08 11:04:26,2.5555555555555554,False
47672295,Every GPU That Mattered,technology,314,197,jonbaer,2026-04-08 11:04:26,0.6253968253968254,True
47664836,AI helps add 10k more photos to OldNYC,technology,133,45,evakhoury,2026-04-08 11:04:26,0.3358208955223881,False
47643779,ACE on a USB-HDMI Adapter,others,16,3,theblazehen,2026-04-08 11:04:26,0.17647058823529413,False
47675155,You can't cancel a JavaScript promise (except sometimes you can),others,87,54,goodoldneon,2026-04-08 11:04:26,0.6136363636363636,False
47671219,John Coltrane illustrates the mathematics of jazz,others,121,17,luu,2026-04-08 11:04:26,0.13934426229508196,False
47679155,Assessing Claude Mythos Preview's cybersecurity capabilities,others,286,42,sweis,2026-04-08 11:04:27,0.14634146341463414,True
47676557,Moving fast in hardware: lessons from lab to $100M ARR,worldnews,105,24,rryan,2026-04-08 11:04:27,0.22641509433962265,False
47677241,Taste in the age of AI and LLMs,technology,247,195,speckx,2026-04-08 11:04:27,0.7862903225806451,True
47681361,Move Detroit,others,62,82,rmason,2026-04-08 11:04:27,1.3015873015873016,False
47685945,We moved Railway's frontend off Next.js. Builds went from 10+ mins to under two,technology,79,63,bundie,2026-04-08 11:04:27,0.7875,False
47685320,Who Is Satoshi Nakamoto? My Quest to Unmask Bitcoin's Creator,others,69,29,jfirebaugh,2026-04-08 11:04:27,0.4142857142857143,False
47637353,SQLite in Production: Lessons from Running a Store on a Single File,others,194,117,thunderbong,2026-04-08 11:04:27,0.6,True
47663147,Launch HN: Freestyle – Sandboxes for Coding Agents,others,316,155,benswerd,2026-04-08 11:04:27,0.4889589905362776,True
47672884,Identify a London Underground Line just by listening to it,others,175,56,nelson687,2026-04-08 11:04:27,0.3181818181818182,True
47675013,Dropping Cloudflare for Bunny.net,technology,394,197,shintoist,2026-04-08 11:04:27,0.49873417721518987,True
47677142,12k Tons of Dumped Orange Peel Grew into a Landscape Nobody Expected (2017),others,291,115,pulisse,2026-04-08 11:04:28,0.3938356164383562,True
47631515,A new Postcrossing stamp from the USA,others,79,22,Tomte,2026-04-08 11:04:28,0.275,False
47674606,Show HN: Unicode Steganography,technology,23,4,PatrickVuscan,2026-04-08 11:04:28,0.16666666666666666,False
47672318,Blackholing My Email,technology,173,34,semyonsh,2026-04-08 11:04:28,0.19540229885057472,True
47673005,We found an undocumented bug in the Apollo 11 guidance computer code,technology,413,194,henrygarner,2026-04-08 11:04:28,0.46859903381642515,True
47628163,Boneyard: Generate pixel-perfect skeleton screens from your real DOM,others,29,17,steveharing1,2026-04-08 11:04:28,0.5666666666666667,False
47682444,When the compiler lies: breaking memory safety in safe Go,others,14,0,irke882,2026-04-08 11:04:28,0.0,False
47680532,"Cells for NetBSD: kernel-enforced, jail-like isolation",technology,47,12,akagusu,2026-04-08 11:04:28,0.25,False
47667321,Peptides: where to begin?,others,257,390,A_D_E_P_T,2026-04-08 11:04:28,1.5116279069767442,True
47680023,Tailslayer: Library for reducing tail latency in RAM reads,technology,59,19,hasheddan,2026-04-08 11:04:28,0.31666666666666665,False
47637580,Emotion Concepts and Their Function in a Large Language Model,others,59,8,Anon84,2026-04-08 11:04:28,0.13333333333333333,False
47674027,Show HN: A cartographer's attempt to realistically map Tolkien's world,entertainment,159,29,intofarlands,2026-04-08 11:04:29,0.18125,True
47672778,Breaking the console: a brief history of video game security,sports,93,26,sprado,2026-04-08 11:04:29,0.2765957446808511,False
47669337,Solod – A subset of Go that translates to C,others,171,45,TheWiggles,2026-04-08 11:04:29,0.2616279069767442,True
47626242,Second Revision of 6502 Laptop,others,113,22,uticus,2026-04-08 11:04:29,0.19298245614035087,False
47684898,Open Models have crossed a threshold,others,6,0,gmays,2026-04-08 11:04:29,0.0,False
47682908,AI Assistance Reduces Persistence and Hurts Independent Performance,technology,15,3,dougb5,2026-04-08 11:04:29,0.1875,False
47677882,Are We Legacy Computing Yet?,others,35,0,tyoverby,2026-04-08 11:04:29,0.0,False
47673379,DeiMOS – A Superoptimizer for the MOS 6502,others,77,17,Aransentin,2026-04-08 11:04:29,0.21794871794871795,False
47670981,"Three hundred synths, 3 hardware projects, and one app",worldnews,117,18,ductionist,2026-04-08 11:04:29,0.15254237288135594,False
47684326,OpenAI says its new model GPT-2 is too dangerous to release (2019),technology,331,93,surprisetalk,2026-04-08 11:04:29,0.28012048192771083,True
47681566,USD Purchasing Power in Real Time Since 2000,others,68,66,traviswingo,2026-04-08 11:04:30,0.9565217391304348,False
47673880,Show HN: Pion/handoff – Move WebRTC out of browser and into Go,entertainment,94,17,Sean-Der,2026-04-08 11:04:30,0.17894736842105263,False
47683613,ICE acknowledges it is using powerful spyware,worldnews,52,6,dnemmers,2026-04-08 11:04:30,0.11320754716981132,False
47676044,Show HN: Finalrun – Spec-driven testing using English and vision for mobile apps,entertainment,26,12,ashish004,2026-04-08 11:04:30,0.4444444444444444,False
47685704,How the Vision Pro Rollout Inflamed Tensions at Apple,sports,12,3,f_allwein,2026-04-08 11:04:30,0.23076923076923078,False
47681701,RSoC 2026: A new CPU scheduler for Redox OS,others,16,2,akyuu,2026-04-08 11:04:30,0.11764705882352941,False
47682956,The BSDs in the AI Age,technology,6,0,jaypatelani,2026-04-08 11:04:30,0.0,False
47673394,"Show HN: Stop paying for Dropbox/Google Drive, use your own S3 bucket instead",entertainment,238,197,Zm44,2026-04-08 11:04:30,0.8242677824267782,True
47673541,AI may be making us think and write more alike,technology,221,232,giuliomagnifico,2026-04-08 11:04:30,1.045045045045045,True
47666024,Show HN: Ghost Pepper – Local hold-to-talk speech-to-text for macOS,entertainment,459,194,MattHart88,2026-04-08 11:04:30,0.4217391304347826,True
47629021,Global Physics Photowalk: 2025 winners revealed,worldnews,26,1,ibobev,2026-04-08 11:04:31,0.037037037037037035,False
47641472,Floating point from scratch: Hard Mode,others,96,25,random__duck,2026-04-08 11:04:31,0.25773195876288657,False
47641528,Apollo Guidance Computer restoration videos,technology,89,11,mariuz,2026-04-08 11:04:31,0.12222222222222222,False
47660925,Issue: Claude Code is unusable for complex engineering tasks with Feb updates,technology,1311,724,StanAngeloff,2026-04-08 11:04:31,0.551829268292683,True
47681815,Claude Is Dead,others,12,5,tordable,2026-04-08 11:04:31,0.38461538461538464,False
47636579,Show HN: Anos – a hand-written ~100KiB microkernel for x86-64 and RISC-V,entertainment,110,31,noone_youknow,2026-04-08 11:04:31,0.27927927927927926,False
47661065,"The team behind a pro-Iran, Lego-themed viral-video campaign",technology,162,257,tantalor,2026-04-08 11:04:31,1.5766871165644172,True
47682384,"GLM-5.1 matches Opus 4.6 in agentic performance, at ~1/3 actual cost",others,18,2,skysniper,2026-04-08 11:04:31,0.10526315789473684,False
47662234,A cryptography engineer's perspective on quantum computing timelines,others,540,239,thadt,2026-04-08 11:04:31,0.4417744916820702,True
47682098,Ex-Meta worker investigated for downloading 30k private Facebook photos,entertainment,88,34,1659447091,2026-04-08 11:04:31,0.38202247191011235,False
47667717,Anthropic expands partnership with Google and Broadcom for next-gen compute,others,279,126,l1n,2026-04-08 11:04:31,0.45,True
47621133,Design for the Roller Coaster,others,6,0,benwerd,2026-04-08 11:04:32,0.0,False
47681908,Neglect of the modern Invoice,others,9,1,iajiboye,2026-04-08 11:04:32,0.1,False
47677660,Hemingway's 4 Fast Rules for Effective Writing,others,22,4,bookofjoe,2026-04-08 11:04:32,0.17391304347826086,False
47667672,"Show HN: Hippo, biologically inspired memory for AI agents",technology,121,24,kitfunso,2026-04-08 11:04:32,0.19672131147540983,False
47664186,"Battle for Wesnoth: open-source, turn-based strategy game",sports,532,160,akyuu,2026-04-08 11:04:32,0.300187617260788,True
47637828,Show HN: Tusk for macOS and Gnome,entertainment,116,45,factorialboy,2026-04-08 11:04:32,0.38461538461538464,False
47685833,Under the hood of MDN's new front end,others,7,0,soheilpro,2026-04-08 11:04:32,0.0,False
47682484,Minecraft Java Edition 26.2 Snapshot 1: Initial Vulkan Support,others,7,0,exploraz,2026-04-08 11:04:32,0.0,False
47684506,LLM scraper bots are overloading acme.com's HTTPS server,technology,54,52,mjyut,2026-04-08 11:04:32,0.9454545454545454,False
47677952,The Blueprint of a North Korean Attack on Open-Source,worldnews,28,11,brene,2026-04-08 11:04:32,0.3793103448275862,False
47651703,Microsoft hasn't had a coherent GUI strategy since Petzold,others,813,568,naves,2026-04-08 11:04:32,0.6977886977886978,True
47660954,German police name alleged leaders of GandCrab and REvil ransomware groups,worldnews,318,157,Bender,2026-04-08 11:04:33,0.49216300940438873,True
47686106,Japan relaxes privacy laws to make itself the 'easiest country to develop AI',technology,11,2,jeffbobries,2026-04-08 11:04:33,0.16666666666666666,False
47636456,Sheets: Terminal based spreadsheet tool,others,203,55,_____k,2026-04-08 11:04:33,0.2696078431372549,True
47664912,The cult of vibe coding is dogfooding run amok,others,607,505,drob518,2026-04-08 11:04:33,0.8305921052631579,True
47686187,Sonnet 4.6 Elevated Rate of Errors,others,58,78,kylestanfield,2026-04-08 11:04:33,1.3220338983050848,False
47627998,VOID: Video Object and Interaction Deletion,others,181,54,bobsoap,2026-04-08 11:04:33,0.2967032967032967,True
47660286,What being ripped off taught me,others,446,223,doctorhandshake,2026-04-08 11:04:33,0.4988814317673378,True
47682419,BYD's luxury EV with 5-min fast charging and 500 miles range is headed overseas,others,21,20,breve,2026-04-08 11:04:33,0.9090909090909091,False
47652561,Gemma 4 on iPhone,others,858,233,janandonly,2026-04-08 11:04:34,0.2712456344586729,True
47637116,"Signals, the push-pull based algorithm",others,164,37,mpweiher,2026-04-08 11:04:34,0.22424242424242424,True
47658146,France pulls last gold held in US,others,614,351,teleforce,2026-04-08 11:04:34,0.5707317073170731,True
47647455,Caveman: Why use many token when few token do trick,others,883,361,tosh,2026-04-08 11:04:34,0.4083710407239819,True
47662945,Show HN: GovAuctions lets you browse government auctions at once,worldnews,312,89,player_piano,2026-04-08 11:04:34,0.28434504792332266,True
47665245,Agent Reading Test,others,70,23,kaycebasques,2026-04-08 11:04:35,0.323943661971831,False
47656501,The 1987 game “The Last Ninja” was 40 kilobytes,sports,305,189,keepamovin,2026-04-08 11:04:35,0.6176470588235294,True
47665685,Show HN: TTF-DOOM – A raycaster running inside TrueType font hinting,entertainment,65,12,4RH1T3CT0R,2026-04-08 11:04:35,0.18181818181818182,False
47660853,Book review: There Is No Antimemetics Division,entertainment,278,224,ibobev,2026-04-08 11:04:35,0.8028673835125448,True
47637010,The Last Quiet Thing,others,274,153,coinfused,2026-04-08 11:04:35,0.5563636363636364,True
47682310,Midlife Sleep Irregularity Linked to Higher Risk of Major Cardiac Events,others,6,2,gnabgib,2026-04-08 11:04:36,0.2857142857142857,False
47652400,Why Switzerland has 25 Gbit internet and America doesn't,others,800,689,sschueller,2026-04-08 11:04:36,0.8601747815230961,True
47664389,Intelligent people are better judges of the intelligence of others,others,121,131,01-_-,2026-04-08 11:04:36,1.0737704918032787,False
47674635,A fire sale has U.S. office buildings going for 90% off,others,72,67,blinding-streak,2026-04-08 11:04:36,0.9178082191780822,False
47665207,SOM: A minimal Smalltalk for teaching of and research on Virtual Machines,science,55,0,tosh,2026-04-08 11:04:36,0.0,False
47636937,Eighteen Years of Greytrapping – Is the Weirdness Finally Paying Off?,others,78,5,jruohonen,2026-04-08 11:04:36,0.06329113924050633,False
47686058,Inside a huge compound where 10k workers scammed people globally,worldnews,5,0,ece,2026-04-08 11:04:36,0.0,False
47685452,Original Apollo 11 TV broadcast,others,5,0,kaycebasques,2026-04-08 11:04:36,0.0,False
47682068,Ralph for Beginners,others,5,2,Vermin2000,2026-04-08 11:04:36,0.3333333333333333,False
47669749,Dear Heroku: Uhh What's Going On?,others,107,45,crcastle,2026-04-08 11:04:37,0.4166666666666667,False
47668727,After 20 years I turned off Google Adsense for my websites (2025),others,216,147,datadrivenangel,2026-04-08 11:04:37,0.6774193548387096,True
47650502,Computational Physics (2nd Edition) (2025),science,183,22,teleforce,2026-04-08 11:04:37,0.11956521739130435,True
47674996,More likely than not you're using bubble wrap wrong,others,7,3,surprisetalk,2026-04-08 11:04:37,0.375,False
47642125,Linux extreme performance H1 load generator,others,29,16,MDA2AV,2026-04-08 11:04:37,0.5333333333333333,False
47662116,Sky – an Elm-inspired language that compiles to Go,others,181,81,whalesalad,2026-04-08 11:04:37,0.44505494505494503,True
47649721,Artemis II crew see first glimpse of far side of Moon [video],others,521,429,mooreds,2026-04-08 11:04:37,0.8218390804597702,True
47647397,Build web apps for smart glasses,others,17,7,mozz100,2026-04-08 11:04:37,0.3888888888888889,False
47674662,Show HN: A social feed with no algo where communities decide what gets seen,entertainment,9,5,smnkgv,2026-04-08 11:04:38,0.5,False
47655392,Show HN: I made a YouTube search form with advanced filters,entertainment,318,201,nevernothing,2026-04-08 11:04:38,0.6300940438871473,True
47674234,"""The new Copilot app for Windows 11 is really just Microsoft Edge""",others,113,70,bundie,2026-04-08 11:04:38,0.6140350877192983,False
47679202,Iranian-Affiliated Cyber Actors Exploit PLCs Across US Critical Infrastructure,others,41,0,jaredwiener,2026-04-08 11:04:38,0.0,False
47654317,My university uses prompt injection to catch cheaters,others,110,61,varun_ch,2026-04-08 11:04:38,0.5495495495495496,False
47648048,Friendica – A Decentralized Social Network,others,166,58,janandonly,2026-04-08 11:04:38,0.3473053892215569,True
47637377,LÖVE: 2D Game Framework for Lua,sports,413,215,cl3misch,2026-04-08 11:04:38,0.5193236714975845,True
47675709,Show HN: The King James Bible deserved a better website,entertainment,9,3,L23234,2026-04-08 11:04:38,0.3,False
47656622,An open-source 240-antenna array to bounce signals off the Moon,others,258,70,hillcrestenigma,2026-04-08 11:04:38,0.2702702702702703,True
47684194,Bill Phillips used flowing water to model the economy,others,7,0,curio_Pol_curio,2026-04-08 11:04:39,0.0,False
47638498,Show HN: AdaShape-3D modeler for intuitive 3D printing parts / Windows 11,entertainment,31,31,fsloth,2026-04-08 11:04:39,0.96875,False
47681059,AWS S3 Files,others,18,1,dvrp,2026-04-08 11:04:39,0.05263157894736842,False
47681034,Section 4 of the 25th Amendment to the US Constitution,others,23,4,OhMeadhbh,2026-04-08 11:04:39,0.16666666666666666,False
47677556,Show HN: A (marginally) useful x86-64 ELF executable in 298 bytes,entertainment,12,0,meribold,2026-04-08 11:04:39,0.0,False
47655268,"Show HN: Modo – I built an open-source alternative to Kiro, Cursor, and Windsurf",entertainment,99,28,mohshomis,2026-04-08 11:04:39,0.28,False
47683207,Longer wavelengths in sunlight pass through the human body and have a systemic,others,13,3,bilsbie,2026-04-08 11:04:39,0.21428571428571427,False
47662429,Show HN: Weird Clocks,entertainment,50,16,vunderba,2026-04-08 11:04:40,0.3137254901960784,False
47681241,Anthropic's Project Glasswing sounds necessary to me,others,48,7,simonw,2026-04-08 11:04:40,0.14285714285714285,False
47647788,The threat is comfortable drift toward not understanding what you're doing,worldnews,971,617,zaikunzhang,2026-04-08 11:04:40,0.6347736625514403,True
47644406,German implementation of eIDAS will require an Apple/Google account to function,others,572,642,DyslexicAtheist,2026-04-08 11:04:40,1.1204188481675392,True
47656303,Case study: recovery of a corrupted 12 TB multi-device pool,science,116,65,salt4034,2026-04-08 11:04:40,0.5555555555555556,False
47681453,"Sports bets on prediction markets ruled to be ""swaps,"" exempt from state laws",sports,18,6,nradov,2026-04-08 11:04:40,0.3157894736842105,False
47631118,Artemis II crew take “spectacular” image of Earth,others,1075,386,andsoitis,2026-04-08 11:04:40,0.3587360594795539,True
47646472,Aegis – open-source FPGA silicon,others,152,43,rosscomputerguy,2026-04-08 11:04:40,0.28104575163398693,True
47661439,I won't download your app. The web version is a-ok,others,917,538,ssiddharth,2026-04-08 11:04:41,0.5860566448801743,True
47627361,"Graph-go – zero config, full visibility",others,30,3,devGrimm,2026-04-08 11:04:41,0.0967741935483871,False
47681637,Switzerland builds most powerful redox-flow battery,others,15,1,simonpure,2026-04-08 11:04:41,0.0625,False
47652442,OpenJDK: Panama,others,73,18,tosh,2026-04-08 11:04:41,0.24324324324324326,False
47679573,Apple Is Reportedly Facing a 'Massive Dilemma' with the MacBook Neo,entertainment,26,22,thm,2026-04-08 11:04:41,0.8148148148148148,False
47652322,Music for Programming,entertainment,348,173,merusame,2026-04-08 11:04:41,0.49570200573065903,True
47642601,Show HN: M. C. Escher spiral in WebGL inspired by 3Blue1Brown,entertainment,174,31,laszlokorte,2026-04-08 11:04:41,0.17714285714285713,True
47684891,Hallucinated citations are polluting the scientific literature,others,11,2,30minAdayHN,2026-04-08 11:04:41,0.16666666666666666,False
47662833,Reducto releases Deep Extract,others,49,9,raunakchowdhuri,2026-04-08 11:04:41,0.18,False
47666488,A macOS bug that causes TCP networking to stop working after 49.7 days,others,161,106,RyanZhuuuu,2026-04-08 11:04:42,0.654320987654321,True
47674749,Hybrid Attention,others,39,9,JohannaAlmeida,2026-04-08 11:04:42,0.225,False
47653589,Women were never meant to give birth on their backs,others,82,44,ilt,2026-04-08 11:04:42,0.5301204819277109,False
47671527,Some iPhone Apps Receive Mysterious Update 'From Apple',others,82,22,tosh,2026-04-08 11:04:42,0.26506024096385544,False
47681938,A DNA Archive Built to Identify Missing Migrants Has Vanished,others,9,0,EA-3167,2026-04-08 11:04:42,0.0,False
47673928,Record wind and solar saved UK from gas imports worth £1B in March 2026,others,119,122,mindracer,2026-04-08 11:04:42,1.0166666666666666,False
47655978,Stamp It: All programs must report their version,others,31,1,gurjeet,2026-04-08 11:04:42,0.03125,False
47673208,The Hacker News Tarpit,others,44,4,latexr,2026-04-08 11:04:42,0.08888888888888889,False
47649113,Finnish sauna heat exposure induces stronger immune cell than cytokine responses,others,385,282,Growtika,2026-04-08 11:04:43,0.7305699481865285,True
47654171,The Mechanics of Steins Gate (2023) [pdf],others,94,28,Ariarule,2026-04-08 11:04:43,0.29473684210526313,False
47676075,40 Years Later: Is Milk Still Radioactive?,others,7,0,speckx,2026-04-08 11:04:43,0.0,False
47680611,"Iranian hackers launching disruptive attacks at U.S. energy, water targets [pdf]",worldnews,31,6,lschueller,2026-04-08 11:04:43,0.1875,False
47683132,Naftiko Open-Source Spec-Driven Integration,others,5,1,apievangelist,2026-04-08 11:04:43,0.16666666666666666,False
47680476,Peeking at the Earth,others,8,0,kube-system,2026-04-08 11:04:43,0.0,False
47675701,DNS configuration tampering on a pool.ntp.org GeoDNS server,others,5,0,j03b,2026-04-08 11:04:43,0.0,False
47675041,Kiwi Farms challenges DMCA subpoenas as tools to unmask anonymous speech,others,36,8,nslsm,2026-04-08 11:04:44,0.21621621621621623,False
47679979,US labor force participation continues to slide,others,75,28,toomuchtodo,2026-04-08 11:04:44,0.3684210526315789,False
47627595,Porting Go's strings package to C,others,73,14,ingve,2026-04-08 11:04:44,0.1891891891891892,False
47649701,Perfmon – Consolidate your favorite CLI monitoring tools into a single TUI,others,60,13,paperplaneflyr,2026-04-08 11:04:44,0.21311475409836064,False
47646843,Lisette a little language inspired by Rust that compiles to Go,others,268,152,jspdown,2026-04-08 11:04:44,0.5650557620817844,True
47683874,"Artemis delivers some exceptional, high-quality photos of the Moon",others,7,1,jonbaer,2026-04-08 11:04:44,0.125,False
47654620,"In Japan, the robot isn't coming for your job; it's filling the one nobody wants",others,197,239,rbanffy,2026-04-08 11:04:44,1.207070707070707,True
47655905,Usenet Archives,others,131,69,myth_drannon,2026-04-08 11:04:45,0.5227272727272727,False
47644864,"AWS engineer reports PostgreSQL perf halved by Linux 7.0, fix may not be easy",others,406,160,crcastle,2026-04-08 11:04:45,0.3931203931203931,True
47628608,OpenClaw privilege escalation vulnerability,others,513,256,kykeonaut,2026-04-08 11:04:45,0.4980544747081712,True
47662350,Anthropic is burning more and more dev goodwill,others,69,31,tosh,2026-04-08 11:04:45,0.44285714285714284,False
47680937,Earthset,others,11,1,layer8,2026-04-08 11:04:46,0.08333333333333333,False
47672914,When Small Parquet Files Become a Big Problem (and How I Wrote a Compactor),others,5,1,olgazju,2026-04-08 11:04:46,0.16666666666666666,False
47656758,"Make your own ColecoVision at home, part 5",others,24,0,classichasclass,2026-04-08 11:04:46,0.0,False
47662857,81yo Dodgers fan can no longer get tickets because he doesn't have a smartphone,others,367,465,josephcsible,2026-04-08 11:04:46,1.263586956521739,True
47681972,DeepMind's paper on p0wning Claws and what we learned,others,6,0,suthakamal,2026-04-08 11:04:46,0.0,False
47629433,iNaturalist,others,532,135,bookofjoe,2026-04-08 11:04:47,0.25328330206378985,True
47645305,Demonstrating Real Time AV2 Decoding on Consumer Laptops,others,55,17,breve,2026-04-08 11:04:47,0.30357142857142855,False
47629903,Why are we still using Markdown?,others,232,308,veqq,2026-04-08 11:04:47,1.3218884120171674,True
47682979,Launching My Product. Part 1: Finding an Idea That Works (and Keeps You Going),others,5,0,vital_pavlenko,2026-04-08 11:04:47,0.0,False
47681628,Earth Has Fallen. The Amiga Dungeon Crawler Is Back,others,6,0,doener,2026-04-08 11:04:47,0.0,False
47681612,Mythos escapes a secure sandbox [in test],others,6,3,marojejian,2026-04-08 11:04:47,0.42857142857142855,False
47675835,Wireless Festival cancelled after government stops Kanye West entering UK,worldnews,13,1,manarth,2026-04-08 11:04:47,0.07142857142857142,False
47636435,Emotion concepts and their function in a large language model,others,188,197,dnw,2026-04-08 11:04:48,1.0423280423280423,True
47624804,Category Theory Illustrated – Types,others,115,22,boris_m,2026-04-08 11:04:48,0.1896551724137931,False
47648404,My Google Workspace account suspension,science,369,218,zenincognito,2026-04-08 11:04:48,0.5891891891891892,True
47638810,Components of a Coding Agent,others,297,90,MindGods,2026-04-08 11:04:53,0.30201342281879195,True
47633157,Fake Fans,others,158,63,performative,2026-04-08 11:04:53,0.39622641509433965,True
47630893,Age verification on Systemd and Flatpak,others,146,136,londonanon,2026-04-08 11:04:53,0.9251700680272109,False
47664647,Got kicked out of uni and had the cops called for a social media website I made,others,84,296,1whizkid1,2026-04-08 11:04:53,3.4823529411764707,False
47665194,"Zooming UIs in 2026: Prezi, impress.js, and why I built something different",others,96,43,tinchox6,2026-04-08 11:04:53,0.44329896907216493,False
47642569,How many products does Microsoft have named 'Copilot'?,others,806,385,gpi,2026-04-08 11:04:54,0.4770755885997522,True
47641141,IBM 3270 Information Display System: Color and Programmed Symbols (1979) [pdf],others,56,13,hggh,2026-04-08 11:04:54,0.22807017543859648,False
47648638,Docker Offload,others,29,9,redbell,2026-04-08 11:04:54,0.3,False
47637287,Some Unusual Trees,others,287,87,simplegeek,2026-04-08 11:04:54,0.3020833333333333,True
47633116,The house is a work of art: Frank Lloyd Wright,others,116,68,midnightfish,2026-04-08 11:04:54,0.5811965811965812,False
47680215,SCOTUS overturns 5th Circuit ruling that told ISP to kick pirates off Internet,others,10,0,CharlesW,2026-04-08 11:04:54,0.0,False
47644566,"Advice to young people, the lies I tell myself (2024)",others,169,60,mooreds,2026-04-08 11:04:55,0.35294117647058826,True
47629485,A case study in testing with 100+ Claude agents in parallel,science,66,54,thejash,2026-04-08 11:04:55,0.8059701492537313,False
47652324,LibreOffice – Let's put an end to the speculation,others,201,129,eisa01,2026-04-08 11:04:55,0.6386138613861386,True
